23/05/2016	00:00:00	15.3
24/05/2016	00:00:00	15.1
25/05/2016	00:00:00	15.5
26/05/2016	00:00:00	16.8
27/05/2016	00:00:00	18.6
28/05/2016	00:00:00	18.3
29/05/2016	00:00:00	18.4
30/05/2016	00:00:00	18.8
31/05/2016	00:00:00	16.3
01/06/2016	00:00:00	16.8
02/06/2016	00:00:00	19.8
03/06/2016	00:00:00	19.2
04/06/2016	00:00:00	19.2
05/06/2016	00:00:00	20.3
06/06/2016	00:00:00	20.5
07/06/2016	00:00:00	22.4
08/06/2016	00:00:00	23.7
09/06/2016	00:00:00	24.2
10/06/2016	00:00:00	20.6
11/06/2016	00:00:00	22.6
12/06/2016	00:00:00	22.7
13/06/2016	00:00:00	22.5
14/06/2016	00:00:00	20.8
15/06/2016	00:00:00	18.9
16/06/2016	00:00:00	19.1
17/06/2016	00:00:00	18.4
18/06/2016	00:00:00	18.1
19/06/2016	00:00:00	20.9
20/06/2016	00:00:00	22.1
21/06/2016	00:00:00	22.6
22/06/2016	00:00:00	21.4
23/06/2016	00:00:00	21.7
24/06/2016	00:00:00	24.9
25/06/2016	00:00:00	27.2
26/06/2016	00:00:00	24.3
27/06/2016	00:00:00	24.1
28/06/2016	00:00:00	22.7
29/06/2016	00:00:00	21.8
30/06/2016	00:00:00	23.3
01/07/2016	00:00:00	24.2
02/07/2016	00:00:00	24.4
03/07/2016	00:00:00	24.6
04/07/2016	00:00:00	24.4
05/07/2016	00:00:00	26.3
06/07/2016	00:00:00	26.4
07/07/2016	00:00:00	25.9
08/07/2016	00:00:00	25.0
09/07/2016	00:00:00	27.5
10/07/2016	00:00:00	24.1
11/07/2016	00:00:00	24.8
12/07/2016	00:00:00	24.0
13/07/2016	00:00:00	21.2
14/07/2016	00:00:00	19.3
15/07/2016	00:00:00	22.1
16/07/2016	00:00:00	23
17/07/2016	00:00:00	21.8
18/07/2016	00:00:00	19.9
19/07/2016	00:00:00	20.7
20/07/2016	00:00:00	22.1
21/07/2016	00:00:00	24.5
22/07/2016	00:00:00	23.1
23/07/2016	00:00:00	23.1
24/07/2016	00:00:00	25.5
25/07/2016	00:00:00	26.4
26/07/2016	00:00:00	28.4
27/07/2016	00:00:00	27.1
28/07/2016	00:00:00	26.4
29/07/2016	00:00:00	25.5
30/07/2016	00:00:00	23.7
31/07/2016	00:00:00	24.5
01/08/2016	00:00:00	25.7
02/08/2016	00:00:00	25.5
03/08/2016	00:00:00	25.4
04/08/2016	00:00:00	22.9
05/08/2016	00:00:00	23.7
06/08/2016	00:00:00	24.6
07/08/2016	00:00:00	25.2
08/08/2016	00:00:00	26
09/08/2016	00:00:00	25.3
10/08/2016	00:00:00	23
11/08/2016	00:00:00	22.1
12/08/2016	00:00:00	22
13/08/2016	00:00:00	21.5
14/08/2016	00:00:00	20.9
15/08/2016	00:00:00	21.2
16/08/2016	00:00:00	22.1
17/08/2016	00:00:00	22.7
18/08/2016	00:00:00	25.9
19/08/2016	00:00:00	23.4
20/08/2016	00:00:00	22.9
21/08/2016	00:00:00	22.8
22/08/2016	00:00:00	23.9
23/08/2016	00:00:00	23.2
24/08/2016	00:00:00	22.3
25/08/2016	00:00:00	23.2
26/08/2016	00:00:00	23.7
27/08/2016	00:00:00	22.5
28/08/2016	00:00:00	23.1
29/08/2016	00:00:00	25.8
30/08/2016	00:00:00	23.3
31/08/2016	00:00:00	24.1
01/09/2016	00:00:00	25.6
02/09/2016	00:00:00	25.2
03/09/2016	00:00:00	23.3
04/09/2016	00:00:00	24.8
05/09/2016	00:00:00	26.8
06/09/2016	00:00:00	27.4
07/09/2016	00:00:00	22.6
08/09/2016	00:00:00	23.4
09/09/2016	00:00:00	24.9
10/09/2016	00:00:00	24.5
